Protocol,Packet Length,Packet Type,Traffic Type,Malware Indicators,Anomaly Scores,Alerts/Warnings,Attack Type,Attack Signature,Action Taken,Severity Level,Network Segment,IDS/IPS Alerts,anomaly
2,397,0,1,1,53.15,1,2,0,1,0,2,0,1
1,419,1,0,0,8.25,0,0,0,0,0,1,1,1
2,554,1,1,1,4.85,1,0,1,0,1,1,1,1
1,290,1,0,1,71.81,1,2,0,1,0,0,0,1
1,224,0,0,1,23.19,0,2,1,2,2,0,0,1
0,201,0,1,0,40.59,0,2,1,0,0,2,0,1
2,734,0,1,1,1.22,1,1,1,0,0,0,1,1
2,522,1,1,1,69.65,1,1,0,1,0,1,0,1
2,1194,0,0,1,48.44,1,0,0,1,2,1,1,1
0,1498,0,2,1,62.78,0,2,0,1,0,0,1,-1
1,1143,1,2,1,34.36,0,1,1,0,2,1,0,1
2,1121,0,2,0,33.15,1,1,1,2,0,0,1,1
0,226,0,2,0,28.49,0,2,0,1,1,1,1,1
2,778,1,1,0,23.76,0,0,0,1,2,2,0,1
2,244,0,2,1,11.69,1,1,0,1,2,1,1,1
1,672,1,2,1,87.93,0,0,0,1,0,0,0,1
0,1498,0,1,0,71.96,0,0,1,2,2,2,0,-1
2,111,1,0,0,87.76,1,1,1,0,0,1,0,1
0,1436,0,1,1,3.56,1,1,0,2,2,1,0,1
1,1140,0,1,1,53.1,1,1,1,0,1,0,0,1
2,967,1,1,0,87.1,0,0,1,2,1,1,1,1
2,875,1,0,1,86.76,1,0,1,2,2,0,1,1
0,551,1,0,0,11.79,0,1,0,1,2,0,0,1
2,519,0,0,0,9.76,1,0,1,2,1,0,0,1
2,1013,1,0,1,3.81,1,0,0,2,2,0,1,-1
2,604,1,2,0,67.46,1,0,0,0,0,0,1,1
1,713,0,0,1,33.99,0,1,0,2,1,1,1,1
1,734,0,1,0,68.6,0,1,1,2,0,2,0,1
2,1341,1,2,0,36.99,1,2,1,1,2,1,1,1
2,371,1,2,1,97.16,1,2,1,0,2,2,0,-1
0,335,0,2,0,74.47,1,1,0,2,1,0,0,1
1,980,0,0,0,74.36,0,0,1,0,2,1,0,1
0,115,0,0,0,24.91,1,2,0,2,2,0,0,-1
1,940,0,0,1,42.1,0,1,1,1,0,2,1,1
0,825,1,1,1,0.7,0,2,1,0,2,1,0,1
1,113,0,1,0,74.57,0,0,0,0,2,2,0,1
2,439,1,0,0,44.77,1,1,1,2,2,0,1,1
2,132,1,1,0,69.17,0,0,0,1,2,1,0,1
2,1478,1,0,1,67.31,1,1,1,2,0,0,1,1
2,1481,1,2,0,61.74,1,0,1,0,1,0,0,-1
2,87,0,0,1,36.22,0,1,1,0,0,0,0,1
2,887,1,0,0,14.52,1,2,1,2,2,2,1,1
2,546,1,2,0,20.9,0,2,1,0,2,1,0,1
1,1161,1,1,1,8.31,1,1,1,2,2,2,0,1
1,720,1,1,0,33.37,0,0,0,1,0,1,0,1
2,632,0,0,0,19.77,1,2,1,2,2,2,0,1
0,1469,1,2,1,74.03,0,0,0,0,1,0,1,-1
1,280,0,0,1,38.94,1,1,1,1,2,1,0,1
0,1331,1,2,0,23.94,0,2,0,2,1,2,0,1
0,1336,0,1,1,69.64,1,1,1,0,1,2,1,1
2,1143,1,2,0,94.66,0,2,1,0,0,1,1,-1
2,826,1,1,1,66.96,1,1,0,0,0,0,0,1
2,699,0,2,0,80.81,1,1,1,0,0,0,0,1
2,309,0,0,0,83.79,1,2,0,2,1,2,0,1
0,1305,0,2,0,0.19,0,2,1,0,2,0,0,-1
2,776,1,0,0,60.5,0,2,0,2,0,1,0,1
0,810,0,0,0,34.61,0,2,1,1,1,2,1,1
0,464,0,0,0,44.33,0,1,1,0,2,2,0,1
2,1149,1,0,1,36.87,0,1,1,0,2,1,1,1
2,338,0,1,1,61.85,1,1,1,1,2,2,1,1
1,138,1,1,0,45.71,1,0,1,1,0,1,1,1
1,1206,0,0,1,65.81,0,2,1,0,0,0,0,1
0,253,0,0,1,55.38,0,2,1,2,2,1,0,1
1,200,1,0,0,93.54,1,2,0,1,1,0,1,1
2,938,0,0,0,40.89,0,2,0,2,2,0,0,1
2,596,0,2,1,96.66,1,2,1,0,2,2,0,-1
0,83,0,1,0,56.47,0,0,0,2,2,2,0,1
2,598,1,0,1,48.99,1,2,1,1,0,0,0,1
2,1052,1,2,1,52.48,1,0,1,1,2,2,0,1
2,461,1,1,1,28.32,0,2,1,0,1,2,0,1
0,310,1,0,0,86.81,1,0,0,1,2,0,0,1
1,1162,0,1,1,91.37,1,2,0,1,2,2,0,1
1,214,1,2,0,71.59,1,0,1,1,0,2,0,1
2,550,1,0,1,6.11,0,1,1,1,1,2,0,1
1,783,1,1,0,68.55,0,1,1,1,2,0,1,1
2,169,1,0,1,98.46,0,1,1,1,1,1,0,1
2,916,0,0,1,37.54,0,0,0,2,1,2,0,1
0,169,0,2,1,78.04,0,0,0,2,0,0,1,-1
2,571,0,0,0,50.8,0,1,0,2,0,0,1,1
1,968,0,1,1,92.85,0,0,0,1,2,1,0,1
2,1197,0,2,1,11.64,1,1,1,2,2,0,1,1
1,993,0,1,0,89.23,1,1,1,1,2,0,0,1
2,1250,1,1,1,56.69,0,1,0,1,0,1,0,1
2,745,0,1,1,75.98,0,0,1,0,2,2,0,1
0,1228,0,0,0,27.13,0,0,1,1,2,2,0,1
0,892,1,0,1,93.84,0,1,1,0,2,1,1,1
2,698,0,1,0,11.04,0,0,0,2,2,0,0,1
1,1219,0,0,1,58.01,1,0,0,0,2,2,0,1
0,455,0,2,1,55.33,0,2,0,2,0,2,1,1
2,1131,0,2,1,9.1,1,1,0,2,0,2,0,1
1,602,1,2,0,57.82,0,1,1,0,2,2,0,1
2,82,0,0,1,80.49,1,2,1,0,2,0,0,-1
0,605,0,1,1,58.09,1,1,0,1,1,1,0,1
1,613,1,2,0,9.35,0,0,1,2,0,0,0,1
0,527,0,1,1,27.62,1,1,0,2,0,1,0,1
2,167,0,0,1,93.06,0,2,1,2,1,0,0,-1
1,462,1,1,1,54.93,0,0,1,0,0,0,0,1
1,436,1,1,0,44.32,1,1,0,2,0,1,1,1
0,1418,0,2,0,15.02,1,0,1,1,0,2,0,-1
2,935,1,2,0,92.84,0,1,0,2,0,0,0,1
0,453,1,2,1,40.27,1,1,0,1,2,0,0,1
1,996,0,1,1,92.4,1,2,0,0,2,0,1,1
2,814,1,2,0,70.1,0,2,0,2,0,1,0,1
2,590,0,1,1,23.6,1,0,0,1,1,2,1,1
0,480,0,0,0,2.75,1,1,1,1,0,0,0,1
1,1352,0,2,1,10.25,0,1,1,1,1,1,1,1
2,902,0,1,1,98.1,0,1,0,2,1,0,1,1
1,910,0,1,0,1.72,1,1,0,2,2,2,0,1
1,193,0,2,0,48.78,0,0,1,0,0,1,0,1
2,1151,0,2,1,27.59,0,2,0,2,2,2,0,1
0,174,1,1,0,0.15,1,2,0,1,2,2,1,-1
2,1343,0,1,0,42.51,1,2,1,2,2,0,0,1
2,1318,0,0,1,4.98,1,0,1,0,0,2,0,-1
0,631,1,0,0,96.45,1,2,1,0,2,0,1,-1
2,157,0,1,0,29.24,0,0,1,1,2,2,1,1
1,676,1,2,1,25.03,1,2,0,0,2,1,1,1
2,147,1,0,0,44.68,0,1,0,0,0,2,1,1
1,160,0,2,0,12.21,0,2,0,2,0,1,1,1
1,841,0,0,1,59.69,0,1,0,1,2,2,1,1
1,243,1,2,0,96.73,1,0,1,2,1,1,0,1
1,828,1,0,0,98.4,0,2,0,0,1,2,1,1
2,372,0,1,1,82.44,1,2,1,1,1,1,0,1
2,1313,0,0,1,44.77,0,0,0,1,2,2,1,1
2,506,1,0,0,87.57,0,2,1,2,2,2,1,1
2,1153,0,2,0,63.79,1,2,1,0,2,2,1,-1
1,1291,1,0,0,17.68,0,2,1,1,0,2,1,1
2,970,1,0,0,38.29,0,0,0,2,2,0,0,1
0,1033,1,0,1,20.26,0,1,0,1,1,2,1,1
2,120,0,0,1,11.91,1,0,1,0,0,2,0,-1
0,142,0,2,0,7.49,0,2,1,0,2,2,1,-1
0,287,1,0,0,72.64,1,0,0,0,1,0,0,1
2,555,1,1,1,22.92,0,0,0,2,1,0,0,1
2,1331,0,0,0,36.61,1,1,1,1,2,1,1,1
2,981,1,0,1,72.8,1,1,1,2,2,0,1,1
1,1294,0,1,1,13.36,1,0,1,0,1,1,0,1
2,710,0,2,1,1.34,1,1,0,0,0,0,1,1
2,703,0,2,0,38.35,1,2,1,2,1,2,0,1
1,80,0,0,0,19.91,1,1,1,1,1,0,1,1
2,972,1,1,1,39.89,0,0,0,2,1,1,1,1
1,1191,1,0,0,18.21,1,1,1,0,0,0,1,1
1,353,0,0,0,33.19,0,0,1,0,0,1,0,1
0,1202,1,1,0,63.21,1,1,1,0,0,1,1,1
2,1161,0,2,0,12.21,1,1,1,2,0,2,1,1
0,328,1,2,0,50.25,1,1,1,2,0,1,0,1
0,632,0,1,1,98.44,1,2,1,1,0,1,1,1
1,979,1,2,0,8.14,0,2,0,0,2,0,1,1
2,134,0,1,0,6.35,0,1,1,2,0,2,1,1
1,618,0,0,1,49.66,0,2,1,2,2,1,0,1
1,1090,1,0,0,22.79,0,1,0,1,0,1,1,1
2,349,1,2,0,75.87,0,2,0,1,1,2,0,1
1,844,1,1,0,58.15,1,0,1,0,2,2,0,1
0,1288,1,1,1,34.12,1,2,0,2,1,0,0,1
0,947,0,0,0,98.51,1,2,1,1,2,1,0,1
1,790,1,1,1,35.21,1,2,1,1,2,1,1,1
0,794,1,1,1,96.04,1,1,0,2,1,0,1,1
1,154,0,1,1,47.49,1,0,0,2,0,2,1,1
1,181,0,0,0,26.16,1,2,0,2,2,2,1,-1
2,1175,0,1,0,49.63,0,2,0,0,1,2,1,1
1,620,1,0,1,51.72,1,0,0,2,1,2,1,1
2,1077,0,1,1,39.53,1,1,0,1,0,2,1,1
1,1488,0,0,1,17.28,1,0,1,0,0,2,0,-1
2,339,0,1,0,89.8,1,0,1,2,0,2,1,1
1,1405,0,0,0,85.24,0,2,1,2,2,0,1,1
0,1451,1,1,0,64.56,0,0,0,1,1,0,0,1
0,1358,1,2,1,51.94,1,1,0,0,0,2,0,1
2,1323,1,2,1,92.06,0,2,0,0,2,1,1,-1
2,988,0,1,0,48.14,0,0,0,0,0,1,0,1
2,618,1,2,0,3.53,1,1,1,2,0,0,0,1
2,1206,1,2,0,2.88,0,1,1,1,2,2,0,1
0,700,1,2,0,39.81,1,2,1,2,1,0,1,1
2,1186,0,0,1,86.78,1,2,0,1,1,2,1,1
2,1288,0,1,1,68.51,1,2,0,0,0,2,1,1
0,218,1,1,1,26.03,1,0,1,0,0,0,1,1
0,867,1,2,0,44.31,1,1,1,0,0,1,0,1
1,1376,1,2,1,65.13,0,0,0,0,2,0,1,1
0,1420,1,1,1,62.75,1,1,1,1,1,2,1,1
2,770,1,2,1,20.14,1,1,1,2,2,1,0,1
2,1357,0,1,0,84.49,0,2,1,0,1,1,1,1
2,585,0,0,1,11.65,0,1,1,0,2,2,1,1
1,1314,0,2,0,28.96,0,2,0,1,1,1,0,1
2,973,0,0,1,95.37,1,0,1,0,1,1,0,1
1,1161,0,1,1,46.64,0,0,1,1,2,1,0,1
0,955,1,1,1,31.51,0,1,1,0,0,2,0,1
1,400,1,2,1,24.1,0,2,0,1,1,1,0,1
2,346,1,2,1,14.76,1,2,0,2,2,0,0,1
0,453,1,2,0,8.85,1,0,0,1,1,1,1,1
1,1483,1,2,0,45.89,0,1,1,2,1,1,0,1
1,459,1,0,1,49.43,0,1,1,1,1,0,1,1
2,1403,0,2,1,27.65,0,1,1,1,1,2,1,1
0,1487,1,2,0,68.81,0,2,1,0,2,2,0,-1
2,546,0,1,0,0.06,0,0,0,0,0,2,1,-1
2,1278,0,1,0,37.22,1,1,1,2,2,1,1,1
2,782,1,2,0,11.35,1,1,1,0,0,1,1,1
2,94,1,0,1,19.52,0,2,0,0,1,2,1,1
1,1101,0,2,0,32.79,1,1,0,2,2,1,1,1
0,259,1,2,1,37.33,0,2,1,2,0,2,0,-1
2,802,0,0,0,34.75,0,2,0,1,2,0,1,1
2,1339,0,2,0,39.55,1,2,1,1,1,1,0,1
2,1429,0,1,0,74.95,0,1,0,0,2,2,0,1
1,1480,1,1,0,49.79,1,2,1,2,0,2,1,1
1,1037,1,2,1,47.0,1,2,1,2,0,0,0,1
1,1091,0,0,1,82.5,1,0,0,1,2,2,0,1
1,318,1,1,1,48.68,0,1,1,0,1,0,1,1
2,1332,1,0,0,52.34,1,1,1,0,2,1,1,1
0,915,1,2,1,43.52,1,2,1,2,0,2,1,1
1,1334,1,1,1,9.06,1,0,0,0,0,1,1,1
1,512,0,1,0,96.24,1,1,0,0,1,0,1,1
2,1048,1,0,1,5.07,0,2,0,1,1,1,0,1
2,268,1,1,0,42.8,1,0,0,1,2,1,0,1
1,1017,0,2,0,37.56,0,0,0,0,2,0,1,1
2,943,1,1,0,59.21,0,2,1,0,0,1,1,1
2,942,0,2,0,63.32,0,2,0,2,0,2,0,1
1,983,1,2,0,71.55,0,1,0,2,2,1,0,1
0,834,0,0,1,48.51,0,0,1,2,2,2,1,1
1,951,1,0,0,47.69,1,1,0,2,1,1,1,1
0,320,1,2,1,1.26,1,2,0,1,0,0,1,-1
2,909,0,1,0,32.5,0,2,1,2,2,0,1,1
1,121,1,2,0,64.33,1,2,0,2,0,0,0,1
2,788,0,0,1,83.9,0,2,1,2,0,1,0,1
0,265,1,2,0,27.43,0,1,0,1,1,2,0,1
1,706,0,1,0,26.42,1,0,0,1,1,0,0,1
1,1071,0,1,0,97.04,0,2,1,2,1,0,1,1
2,642,0,2,0,56.73,0,1,1,1,2,2,0,1
2,558,1,2,0,11.86,0,1,0,0,0,0,1,1
0,734,1,0,0,19.77,1,0,0,2,0,0,0,1
2,1356,1,1,1,87.6,0,0,0,2,0,0,0,-1
0,950,0,2,1,25.93,1,2,1,0,0,0,1,1
2,1061,0,2,1,47.97,0,0,0,1,2,0,1,1
0,1454,1,1,0,73.35,1,2,0,2,0,0,0,-1
1,1422,0,1,1,28.21,1,1,1,0,1,1,0,1
1,606,0,2,0,83.36,0,2,1,0,0,2,1,1
2,692,0,1,0,66.66,0,0,0,1,1,2,0,1
0,615,0,1,1,44.2,1,2,1,0,0,0,1,1
2,1036,1,1,0,40.99,0,0,0,0,2,1,1,1
2,1072,1,2,1,16.24,1,2,1,2,0,1,1,1
2,946,0,1,0,47.23,1,0,0,0,2,0,1,1
0,814,1,0,1,71.92,0,0,0,1,1,1,0,1
2,1115,0,2,1,10.49,1,0,1,2,0,0,0,-1
2,706,0,2,0,85.39,1,1,1,0,2,1,1,1
2,184,0,2,1,42.99,1,0,0,1,2,0,1,1
2,363,1,1,0,50.21,1,2,0,1,0,2,1,1
0,469,1,1,1,11.5,1,0,1,2,0,0,1,-1
2,1290,0,2,1,81.83,0,0,0,2,0,2,1,1
2,1156,0,2,1,38.32,0,1,0,1,0,2,0,1
2,954,1,2,1,91.65,1,2,1,1,0,1,0,1
2,1108,0,0,0,24.24,0,1,1,0,1,1,0,1
0,1356,0,2,0,81.03,0,0,0,1,1,1,1,1
1,1135,0,2,0,95.77,0,2,1,1,1,2,0,1
2,932,0,1,1,35.57,1,0,1,0,0,0,1,1
1,302,1,0,1,22.98,1,0,1,2,2,0,1,1
0,833,0,0,0,78.51,0,0,1,1,1,1,0,1
2,548,0,2,0,20.13,0,2,0,2,1,2,0,1
0,1243,1,0,1,29.1,1,1,0,1,0,2,0,1
2,963,1,1,1,94.56,1,2,1,0,0,0,1,1
1,1178,0,0,1,98.64,1,0,0,1,0,1,0,1
0,424,0,1,0,21.98,0,2,1,2,1,2,1,1
0,1449,0,0,0,22.26,1,0,1,2,2,1,0,-1
2,161,1,2,0,42.58,0,1,1,2,2,2,1,1
2,1061,0,2,1,92.69,0,2,0,1,0,0,0,1
1,877,1,0,1,0.65,0,2,1,2,0,2,1,-1
0,760,0,1,0,59.45,0,1,1,2,0,1,0,1
2,1456,0,1,0,55.35,1,0,0,2,2,0,1,1
1,672,0,1,0,90.15,1,1,0,0,0,1,1,1
2,73,0,2,0,16.73,1,2,1,2,0,2,0,-1
0,1397,0,1,0,11.61,1,0,1,1,1,0,1,1
1,1003,0,1,0,33.61,1,2,1,0,2,1,0,1
1,1041,1,2,1,9.75,0,2,0,2,1,0,0,1
0,154,1,2,1,85.02,1,2,0,2,1,0,1,-1
1,236,1,1,0,85.92,1,2,0,0,0,2,1,1
1,204,1,2,1,72.37,0,0,0,0,2,1,1,1
1,1142,1,0,0,43.99,1,0,1,0,2,0,0,1
1,1428,0,1,0,92.32,1,1,0,2,0,2,1,1
0,1187,0,1,0,83.55,1,1,0,2,0,0,1,1
2,821,0,2,0,30.43,0,0,1,1,0,2,0,1
2,1367,1,2,1,91.3,0,0,1,1,0,1,0,1
1,822,1,0,0,43.96,0,2,0,0,0,1,1,1
2,1109,0,1,1,38.62,0,0,1,2,0,0,1,1
1,578,0,0,1,88.2,1,2,1,0,0,1,1,1
2,1295,1,0,0,41.91,0,1,1,2,2,2,0,1
0,1298,1,2,0,95.65,0,0,0,1,2,1,0,1
2,1469,1,2,0,13.02,0,2,1,2,2,1,1,-1
1,1239,0,0,0,73.32,0,0,1,2,1,0,0,1
0,981,1,2,1,22.91,0,2,0,0,1,1,0,1
0,1055,0,2,1,7.26,1,0,1,2,1,2,1,-1
1,553,0,2,0,47.98,1,0,1,0,0,1,0,1
0,1292,1,0,0,27.33,0,0,0,1,1,0,0,1
2,1260,0,1,0,47.97,0,2,0,1,2,1,1,1
1,1341,1,2,0,15.28,0,1,0,0,2,2,0,1
2,812,1,1,1,34.09,0,0,1,2,0,1,1,1
2,1318,0,1,0,20.15,0,1,0,1,2,0,0,1
1,819,1,0,0,56.54,0,0,1,0,2,1,1,1
0,1466,0,2,1,48.55,1,1,0,1,1,1,1,1
0,405,1,2,0,17.48,0,2,1,1,1,1,1,1
2,843,0,0,0,57.71,1,1,0,0,2,0,0,1
0,1249,0,0,0,95.91,0,2,1,0,0,1,0,-1
1,824,0,0,0,74.19,0,2,0,1,1,2,0,1
0,323,0,2,1,17.42,0,1,1,0,1,1,0,1
0,979,0,2,1,90.62,0,0,0,1,0,2,1,-1
1,1422,1,1,0,69.37,0,0,1,2,1,2,0,1
1,1407,0,1,0,70.63,1,2,1,1,0,1,0,1
0,1076,0,0,1,92.27,1,1,0,2,0,0,1,1
0,911,0,2,0,51.14,0,0,0,0,0,0,1,1
0,122,1,2,0,13.89,1,2,0,2,2,2,1,-1
0,850,0,1,1,10.41,0,1,0,0,1,1,1,1
2,729,0,2,0,58.02,1,2,0,2,0,2,0,1
0,1230,1,0,1,42.28,0,0,1,2,0,1,1,1
2,1083,1,0,0,21.81,1,2,0,0,2,2,0,1
0,183,1,1,0,57.15,1,2,1,2,2,0,1,1
0,1048,0,1,0,90.46,0,0,0,1,2,0,0,1
2,1309,0,1,0,37.8,0,2,0,0,1,1,0,1
0,178,0,0,0,74.36,0,0,0,1,0,1,1,1
2,880,1,2,1,92.34,0,1,0,0,2,0,1,1
0,1264,0,0,0,48.84,0,1,0,1,0,0,0,1
2,79,1,1,0,19.55,1,2,1,2,1,2,1,1
1,297,0,2,0,8.74,0,2,0,1,1,1,1,1
1,1132,0,0,1,21.99,0,0,1,2,1,1,1,1
1,1140,0,1,1,1.51,0,2,0,1,1,0,0,1
1,1380,1,2,1,53.52,1,0,1,1,2,1,1,1
2,589,1,2,1,42.43,0,2,0,2,0,0,0,1
2,1020,0,0,0,55.95,1,0,1,2,1,0,1,1
0,1229,1,0,0,42.66,1,0,0,0,1,2,1,1
2,492,1,2,1,94.12,0,2,1,0,0,1,0,1
0,860,0,1,0,62.59,0,1,1,1,2,1,0,1
2,602,1,1,0,49.39,1,2,1,0,2,0,1,1
2,757,1,2,0,70.63,0,0,0,0,0,1,1,1
0,268,1,0,0,83.27,1,2,0,2,0,1,0,1
2,671,0,1,1,87.58,0,0,1,0,1,2,1,1
1,1429,1,1,0,8.35,1,0,0,2,1,1,0,1
1,727,1,2,0,55.32,0,0,0,2,2,0,0,1
0,262,1,0,1,78.49,0,0,1,0,0,0,1,-1
1,850,0,2,1,94.92,1,2,0,2,0,1,1,1
0,1229,1,1,0,39.47,0,1,0,0,0,2,1,1
0,184,1,0,1,3.79,0,2,0,0,0,0,1,-1
2,866,1,0,0,67.14,0,1,0,2,1,1,0,1
2,230,1,1,0,19.51,1,1,0,1,1,1,0,1
0,1369,1,1,0,46.29,0,1,0,0,2,1,0,1
2,776,1,0,0,31.29,0,0,0,2,2,1,1,1
2,257,1,0,0,8.6,0,1,1,1,0,0,0,1
0,1222,1,1,0,49.31,1,0,1,2,1,2,1,1
0,642,0,1,1,45.39,1,1,1,0,1,0,1,1
2,162,0,2,0,49.42,1,2,0,0,2,1,1,1
0,185,1,1,1,26.44,1,2,1,0,0,1,1,1
0,250,0,2,1,68.88,0,0,0,0,0,1,1,1
0,1340,0,0,1,58.42,1,0,1,1,0,0,0,1
2,656,0,1,1,75.95,0,0,1,1,1,0,1,1
2,1341,0,0,1,10.0,0,2,1,1,1,0,1,1
0,346,0,1,0,83.58,0,0,0,0,0,2,1,1
0,1392,0,1,0,74.98,0,2,0,2,0,2,0,1
1,1425,0,1,0,81.17,1,1,1,2,0,1,1,1
0,1376,1,1,0,31.98,0,1,1,1,2,1,0,1
1,1343,1,0,1,32.18,0,1,0,0,0,2,1,1
1,851,0,2,0,68.4,1,0,1,0,2,2,0,1
0,76,0,2,1,86.41,1,0,0,2,0,0,0,-1
0,1482,0,0,1,14.27,1,2,0,0,1,0,0,-1
0,323,0,2,0,91.84,1,2,1,0,0,1,1,1
1,442,1,1,0,22.18,1,0,1,2,0,0,0,1
2,742,1,1,1,2.11,1,1,1,1,0,2,1,1
0,1332,0,2,0,59.2,0,0,0,1,2,1,0,1
1,279,1,1,1,71.85,1,0,1,0,1,1,0,1
2,217,0,1,1,16.65,1,2,0,0,2,0,0,1
0,347,0,0,0,68.01,1,0,1,2,2,1,0,1
1,965,1,1,0,16.66,1,0,0,2,1,0,1,1
0,700,0,2,0,91.36,1,0,1,1,1,2,0,1
0,908,0,0,0,92.54,1,0,1,0,2,0,1,1
1,546,1,1,1,31.62,1,0,1,0,1,0,1,1
1,1479,1,2,0,67.56,0,0,1,1,1,0,1,1
1,574,1,2,0,59.53,0,2,1,2,0,2,0,1
1,1393,0,2,1,32.89,1,0,1,2,2,1,1,1
2,1054,1,0,0,75.95,1,0,1,2,0,2,1,1
2,850,0,1,1,85.92,0,0,0,1,0,2,0,1
0,227,0,1,0,93.66,1,1,0,2,0,2,0,1
1,813,1,2,0,85.49,1,1,0,2,2,1,1,1
2,234,1,0,1,93.0,0,1,0,2,0,0,0,-1
0,970,0,2,1,14.63,0,2,1,0,2,1,1,1
1,647,0,1,0,95.18,1,2,1,0,0,2,0,1
1,1026,1,0,1,66.05,1,1,1,2,2,1,1,1
0,115,1,0,0,36.19,0,0,1,0,0,2,0,-1
0,131,1,0,0,24.6,1,0,0,2,2,2,0,-1
1,153,0,1,0,18.84,0,1,0,2,1,1,0,1
2,763,1,0,0,93.59,0,2,1,2,2,1,1,1
0,1129,0,0,1,93.9,0,0,0,0,2,1,0,-1
1,397,0,2,0,36.59,0,0,0,0,2,2,0,1
1,925,1,0,0,68.86,0,1,1,0,1,0,0,1
1,112,0,2,0,81.39,1,1,0,2,0,1,1,1
1,199,1,2,1,95.65,1,0,1,1,1,0,1,1
0,450,0,2,1,27.22,1,0,1,1,2,0,0,1
0,434,0,0,1,82.3,1,2,1,0,0,0,1,1
2,283,1,1,0,53.19,0,0,1,2,1,1,1,1
0,1326,0,2,0,13.21,1,2,0,1,0,2,1,-1
0,1084,0,2,1,37.3,1,0,1,1,2,2,0,1
0,1006,0,1,1,61.64,1,0,1,0,2,1,1,1
0,454,0,2,1,78.16,1,0,0,0,2,0,1,1
0,1057,1,2,0,10.29,0,1,0,0,2,1,0,1
0,421,0,0,1,0.25,0,0,1,1,1,0,1,1
1,1104,0,0,1,80.08,1,1,0,0,1,1,0,1
2,780,1,1,1,40.91,1,0,1,0,2,0,1,1
1,357,0,0,1,16.98,1,1,1,0,0,0,0,1
1,103,0,0,1,71.73,1,2,0,2,2,0,0,-1
2,909,0,0,1,22.13,1,1,0,0,1,2,0,1
1,1352,1,0,1,66.12,0,2,1,0,0,2,1,1
0,1482,1,1,0,41.78,1,2,0,2,2,2,1,1
1,1366,1,0,1,97.28,0,2,1,1,0,2,0,-1
1,1166,0,2,0,41.04,1,0,1,2,2,1,0,1
1,1368,0,1,1,35.56,1,2,1,0,1,0,0,1
2,1110,0,2,0,8.88,0,2,1,0,2,2,1,-1
1,994,1,2,0,25.52,1,0,1,1,0,1,0,1
2,845,0,0,1,39.32,0,1,1,1,2,0,0,1
1,864,0,1,1,36.93,1,1,0,2,0,0,1,1
0,1474,0,0,0,4.54,1,0,1,2,2,0,1,-1
0,943,1,1,1,8.46,1,2,1,2,1,1,1,1
2,893,1,1,0,16.7,0,0,1,0,2,2,0,1
0,501,1,0,1,85.49,1,0,1,1,1,1,0,1
2,784,0,0,1,78.46,0,1,0,1,2,0,1,1
0,916,0,2,1,36.93,1,0,0,2,0,2,1,1
2,505,0,0,0,95.75,0,1,0,2,0,0,1,1
1,1375,0,1,0,51.42,1,2,0,2,0,0,0,1
2,1078,1,2,1,19.78,1,2,0,0,1,0,1,1
2,436,1,0,0,13.03,0,2,1,0,2,2,0,-1
2,373,0,2,1,75.5,0,0,0,1,1,1,1,1
2,485,1,0,1,80.48,0,2,1,2,1,1,1,1
0,899,0,0,0,70.2,0,2,1,2,2,1,0,1
1,1328,0,0,1,86.03,0,2,1,0,2,1,0,1
2,1151,0,0,1,86.2,0,2,1,2,2,1,0,1
0,888,0,1,0,11.01,1,2,0,2,2,2,0,1
0,378,0,0,0,76.75,1,2,1,1,1,0,1,1
2,406,0,1,0,56.78,1,2,0,0,2,0,0,1
0,231,1,2,1,90.94,0,1,1,1,1,2,0,1
1,1200,0,1,1,66.01,0,0,0,1,1,2,1,1
0,630,0,1,0,6.55,0,2,0,0,2,2,1,1
2,154,1,2,1,72.4,0,0,1,0,2,1,0,1
0,444,0,1,1,74.17,1,0,1,1,0,0,0,1
1,956,1,1,0,38.78,0,2,0,0,0,0,1,1
1,433,1,2,0,15.62,1,0,1,2,0,0,1,1
0,1480,0,1,1,3.85,0,2,1,0,1,1,0,1
2,1169,1,1,0,70.96,1,2,0,2,0,1,0,1
0,222,0,0,1,75.98,1,0,1,2,0,0,0,-1
0,808,0,0,0,80.89,0,2,0,0,2,2,1,1
1,686,1,1,1,48.33,0,0,1,0,2,1,0,1
2,1267,1,1,0,1.25,0,0,1,0,2,0,0,-1
0,460,1,2,1,26.02,0,0,1,2,1,2,1,1
0,565,0,1,0,14.3,0,0,1,0,2,2,1,1
0,1015,0,2,0,28.22,0,0,1,2,1,1,1,1
2,994,0,1,0,45.04,1,0,0,1,0,2,1,1
0,121,0,1,0,13.12,0,2,0,1,0,1,1,1
1,976,1,0,0,94.79,1,0,1,0,1,2,1,1
1,232,0,0,1,74.99,0,2,0,1,0,0,1,1
0,766,0,2,1,11.16,0,0,0,1,1,1,1,1
1,1442,1,1,1,58.36,0,1,0,1,1,2,1,1
2,1029,0,2,0,54.75,1,1,0,0,0,1,1,1
0,847,0,1,1,50.21,0,2,1,0,0,1,0,1
2,997,0,1,0,37.13,0,1,1,0,2,0,0,1
1,1420,1,0,1,40.29,1,2,0,0,1,1,0,1
0,1155,0,0,1,38.29,1,1,1,1,2,2,1,1
1,1012,0,1,1,40.33,1,1,1,2,2,0,0,1
0,455,0,0,0,30.51,1,2,0,0,0,0,1,1
2,530,1,1,1,46.56,1,0,0,0,0,2,0,1
